date,India,France,Africa,US,China,UK,Red Cross,GOP,WHO,UN,left wing,right wing,communist,socialist,republican(US),democrat(US),labour(UK),conservative(UK),ICU,vaccination,maoist,christian,muslim,islamic,ministry of justice,ministry of health,senate,congress,woman,rebel,native,prime minister,chief,mayor,Xi Jinping,Donald Trump,Joe Biden,Emmanuel Macron,Narendra Modi,Vladimir Putin,global health,public health,one health,decolonization in health policy,decolonization
202105,0.844444444,0.203125,0.216216216,0.0375,0.439393939,0.476190476,0.153846154,0.043956044,0.482142857,0.285714286,0.333333333,0.222222222,0.589285714,0.235294118,0.032258065,0.032258065,0.129032258,0.063291139,0.556962025,1,0.098039216,0.038461538,0.545454545,0.333333333,0.23255814,0.222222222,0.010638298,0.068965517,0.18,0.142857143,0.369863014,0.222222222,0.333333333,0.866666667,0.112244898,0.055276382,0.055276382,0.045226131,0.164948454,0.010309278,0.338028169,0.315068493,0.25,0,0.351786966
202106,0.711111111,0.46875,0.243243243,0.0375,0.212121212,0.380952381,0.076923077,0.032967033,0.357142857,0.166666667,0.166666667,0.222222222,0.410714286,0.117647059,0.010752688,0.010752688,0.021505376,0.012658228,0.379746835,0.775510204,0.078431373,1,0.363636364,0.222222222,0.302325581,0.222222222,0.010638298,0,0.06,0.142857143,0.438356164,0.222222222,0,0.6,0.112244898,0.055276382,0.055276382,0.115577889,0.092783505,0.041237113,0.098591549,0.301369863,0.238636364,0,0.311142256
202107,0.888888889,0.390625,0.189189189,0.075,0.212121212,0.476190476,0.076923077,0.010989011,0.339285714,0.023809524,0.166666667,0.111111111,0.357142857,0.235294118,0.010752688,0.010752688,0.032258065,0.012658228,0.455696203,0.93877551,0.078431373,0,0.272727273,0.333333333,0.209302326,0.222222222,0,0.034482759,0.12,0.142857143,0.328767123,0.222222222,0.333333333,0.333333333,0.163265306,0.055276382,0.045226131,0.075376884,0.082474227,0.010309278,0.042253521,0.328767123,0.193181818,1,0.361597758
202108,0.866666667,0.203125,0.378378378,0.075,0.227272727,0.476190476,0.076923077,0.010989011,0.375,0.071428571,0.166666667,0.222222222,0.303571429,0.176470588,0.021505376,0.021505376,0.010752688,0.037974684,0.544303797,0.836734694,0.058823529,0.076923077,0.363636364,0.555555556,0.11627907,0.333333333,0,0.034482759,0.1,0.142857143,0.356164384,0.222222222,0.166666667,0.4,0.12244898,0.055276382,0.085427136,0.045226131,0.082474227,0,0.070422535,0.287671233,0.227272727,0,0.316047652
202109,0.577777778,0.171875,0.432432432,0.0375,0.212121212,0.380952381,0.153846154,0.021978022,0.410714286,0.404761905,0.333333333,0.222222222,0.375,0.235294118,0.021505376,0.021505376,0.075268817,0.101265823,0.481012658,0.591836735,0.078431373,0.192307692,0.363636364,0.222222222,0.302325581,0.222222222,0.010638298,0.172413793,0.1,0.142857143,0.397260274,0.222222222,0.333333333,0.533333333,0.163265306,0.045226131,0.065326633,0.045226131,0.113402062,0.010309278,0.14084507,0.342465753,0.318181818,1,0.309039944
202110,0.511111111,0.171875,0.72972973,0.0375,0.242424242,0.333333333,0.076923077,0.021978022,0.375,0.238095238,0.166666667,0.222222222,0.339285714,0.235294118,0.010752688,0.010752688,0.043010753,0.063291139,0.392405063,0.510204082,0.137254902,0.076923077,0.272727273,0.333333333,0.139534884,0.333333333,0.021276596,0.172413793,0.1,0,0.410958904,0.222222222,0.166666667,0.533333333,0.163265306,0.045226131,0.065326633,0.035175879,0.06185567,0.010309278,0.169014085,0.287671233,0.386363636,1,0.368605466
202111,0.377777778,0.171875,0.432432432,0.025,0.212121212,0.380952381,0,0.021978022,0.392857143,0.238095238,0.166666667,0.222222222,0.446428571,0.176470588,0.032258065,0.032258065,0.043010753,0.037974684,0.594936709,0.591836735,0.117647059,0.038461538,0.272727273,0.222222222,0.11627907,0.333333333,0.031914894,0.103448276,0.08,0.142857143,0.397260274,0.111111111,0.166666667,0.666666667,0.244897959,0.035175879,0.085427136,0.055276382,0.06185567,0.010309278,0.154929577,0.246575342,0.431818182,0,0.318850736
202112,0.511111111,0.1875,0.810810811,0.025,0.166666667,0.428571429,0.076923077,0.010989011,0.446428571,0.238095238,0.166666667,0.111111111,0.357142857,0.176470588,0,0,0.043010753,0.050632911,0.544303797,0.653061224,0.039215686,0.115384615,0.363636364,0.333333333,0.11627907,0.222222222,0.021276596,0.068965517,0.1,0.285714286,0.219178082,0.222222222,0.333333333,0.333333333,0.163265306,0.045226131,0.055276382,0.065326633,0.082474227,0.041237113,0.084507042,0.273972603,0.431818182,1,0.341275403
202201,0.733333333,0.21875,0.756756757,0.05,0.227272727,0.285714286,0.153846154,0.021978022,0.535714286,0.214285714,0.333333333,0.222222222,0.446428571,0.294117647,0.010752688,0.010752688,0.064516129,0.063291139,0.620253165,0.510204082,0.098039216,0.153846154,0.272727273,0.444444444,0.418604651,0.222222222,0.042553191,0.206896552,0.18,0.142857143,0.273972603,0.333333333,0.5,0.466666667,0.163265306,0.045226131,0.045226131,0.065326633,0.12371134,0.06185567,0.225352113,0.438356164,0.443181818,1,0.319551507
202202,0.666666667,0.203125,1,0.1125,0.363636364,0.333333333,0.153846154,0.021978022,0.625,0.880952381,0.333333333,0.333333333,0.910714286,0.411764706,0.021505376,0.021505376,0.043010753,0.063291139,0.430379747,0.265306122,0.078431373,0.153846154,0.636363636,0.555555556,0.534883721,0.222222222,0.042553191,0.275862069,0.16,0.142857143,0.397260274,0.444444444,0.5,0.733333333,0.387755102,0.055276382,0.065326633,0.085427136,0.103092784,1,0.661971831,0.328767123,0.602272727,1,0.279607568
202203,0.688888889,0.21875,0.675675676,0.1125,0.303030303,0.285714286,0.307692308,0.021978022,0.553571429,1,0.333333333,0.222222222,0.928571429,0.411764706,0.021505376,0.021505376,0.032258065,0.037974684,0.392405063,0.163265306,0.078431373,0.153846154,0.636363636,0.666666667,0.558139535,0.111111111,0.063829787,0.413793103,0.14,0.142857143,0.424657534,0.444444444,0.666666667,0.8,0.326530612,0.045226131,0.075376884,0.115577889,0.113402062,0.917525773,1,0.342465753,0.602272727,1,0.299229152
202204,0.644444444,0.25,0.648648649,0.0625,0.212121212,0.142857143,0.153846154,0.021978022,0.607142857,0.571428571,0.333333333,0.333333333,0.732142857,0.352941176,0.032258065,0.032258065,0.075268817,0.075949367,0.303797468,0.142857143,0.235294118,0.192307692,0.909090909,1,0.395348837,0.111111111,0.063829787,0.310344828,0.14,0.142857143,0.410958904,0.444444444,0.5,0.533333333,0.173469388,0.035175879,0.045226131,0.326633166,0.072164948,0.288659794,0.450704225,0.315068493,0.670454545,0,0.157673441
202205,0.644444444,0.1875,0.459459459,0.075,0.196969697,0.142857143,0.076923077,0.054945055,0.625,0.547619048,0.333333333,0.222222222,0.714285714,0.294117647,0.075268817,0.075268817,0.182795699,0.113924051,0.291139241,0.12244898,0.058823529,0.076923077,0.545454545,0.444444444,0.348837209,0.111111111,0.14893617,0.310344828,0.1,0.428571429,0.383561644,0.333333333,0.333333333,0.666666667,0.234693878,0.035175879,0.045226131,0.075376884,0.082474227,0.237113402,0.225352113,0.315068493,0.897727273,0,0.234758234
202206,0.822222222,0.25,0.297297297,0.0625,0.181818182,0.142857143,0.076923077,0.065934066,0.5,0.30952381,0.333333333,0.222222222,0.410714286,0.176470588,0.064516129,0.064516129,0.064516129,0.050632911,0.303797468,0.12244898,0.078431373,0.192307692,0.545454545,0.555555556,0.488372093,0.111111111,0.063829787,0.206896552,0.08,0.285714286,0.328767123,0.222222222,0.333333333,0.533333333,0.112244898,0.035175879,0.055276382,0.065326633,0.092783505,0.134020619,0.14084507,0.246575342,0.875,0,0.220042046
202207,0.844444444,0.375,0.351351351,0.05,0.121212121,0.19047619,0.076923077,0.032967033,0.428571429,0.238095238,0.166666667,0.222222222,0.232142857,0.176470588,0.053763441,0.053763441,0.107526882,0.240506329,0.303797468,0.12244898,0.078431373,0.192307692,0.545454545,0.555555556,0.325581395,0,0.042553191,0.172413793,0.16,0.142857143,0.246575342,1,0.333333333,0.4,0.132653061,0.055276382,0.065326633,0.035175879,0.092783505,0.082474227,0.098591549,0.164383562,0.875,0,0.157673441
202208,1,0.125,0.459459459,0.05,0.257575758,0.142857143,0.076923077,0.043956044,0.339285714,0.214285714,0.166666667,0.222222222,0.339285714,0.235294118,0.053763441,0.053763441,0.032258065,0.037974684,0.341772152,0.102040816,0.019607843,0.153846154,0.454545455,0.666666667,0.465116279,0,0.063829787,0.24137931,0.14,0,0.424657534,0.555555556,0.333333333,0.466666667,0.173469388,0.075376884,0.045226131,0.035175879,0.103092784,0.072164948,0.14084507,0.246575342,0.795454545,0,0.235459005
202209,0.866666667,0.140625,0.594594595,0.05,0.196969697,0.238095238,0.076923077,0.021978022,0.553571429,0.476190476,0.333333333,0.333333333,0.553571429,0.294117647,0.032258065,0.032258065,0.129032258,0.113924051,0.35443038,0.102040816,0.039215686,0.153846154,0.454545455,0.555555556,0.348837209,0,0.053191489,0.344827586,0.14,0,0.438356164,0.888888889,0.5,0.533333333,1,0.055276382,0.055276382,0.045226131,0.144329897,0.226804124,0.197183099,0.232876712,0.875,0,0.169586545
202210,0.777777778,0.140625,0.702702703,0.075,0.166666667,0.238095238,0.076923077,0.032967033,0.535714286,0.619047619,0.333333333,0.333333333,0.928571429,0.235294118,0.053763441,0.053763441,0.150537634,0.265822785,0.443037975,0.081632653,0.019607843,0.192307692,0.545454545,0.555555556,0.23255814,0,0.138297872,0.448275862,0.18,0,0.506849315,1,0.333333333,0.666666667,0.642857143,0.045226131,0.045226131,0.045226131,0.082474227,0.195876289,0.23943662,0.205479452,1,0,0.17379117
202211,0.577777778,0.3125,0.486486486,0.15,0.181818182,0.142857143,0.076923077,0.10989011,0.660714286,0.428571429,0.333333333,0.222222222,0.625,0.235294118,0.215053763,0.215053763,0.043010753,0.037974684,0.341772152,0.06122449,0.058823529,0.115384615,0.454545455,0.555555556,0.279069767,0,0.829787234,0.551724138,0.12,0,1,0.555555556,0.5,0.666666667,0.459183673,0.075376884,0.045226131,0.035175879,0.072164948,0.082474227,0.661971831,0.191780822,0.886363636,0,0.180798879
202212,0.622222222,1,0.864864865,0.0625,0.212121212,0,0,0.021978022,0.553571429,0.214285714,0.333333333,0.222222222,0.357142857,0.176470588,0.010752688,0.010752688,0.010752688,0.012658228,0.265822785,0.06122449,0.058823529,0.153846154,0.636363636,0.555555556,0.162790698,0,0.117021277,0.275862069,0.08,0.142857143,0.246575342,0.333333333,0.333333333,0.333333333,0.173469388,0.045226131,0.025125628,0.085427136,0.154639175,0.092783505,0.126760563,0.095890411,0.534090909,0,0
